SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,Remarks
805,2016-09-15,infeedo,Consumer Internet,Employee engagement platform,Gurgaon,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,?ò Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Funding,22500000,
417,2016-09-16,DoctorInsta,Consumer Internet,Online Doctor Consultations,Gurgaon,RoundGlass Partners,Private Equity,50000000,
1148,2016-09-16,NewsDistill,Consumer Internet,City based News Aggregator App,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed Funding,16600,
965,2016-09-19,Liqvid,Technology,Integrated eLearning content solutions,New Delhi,Gray Matters Capital,Private Equity,16600,
1062,2016-09-19,Milofy,Consumer Internet,Couple Socialization App,Bangalore,Accel Partners,Seed Funding,6000000,
1639,2016-09-19,Swiggy,Consumer Internet,Online food delivery platform,Bangalore,Bessemer Venture Partners,Private Equity,15000000,
310,2016-09-20,Codemojo,Consumer Internet,Customer Engagement Platform,Bangalore,CIO Angel Network,Seed Funding,3000000,
862,2016-09-20,JoeHukum,Technology,Enterprise customer engagement solutions,New Delhi,Sumit Jain,Seed Funding,60000000,
877,2016-09-20,JustLikeNew,E-Commerce,Online gadget Repair Services Marketplace,Hyderabad,LetsVenture,Seed Funding,600000,
309,2016-09-21,Co Life,Consumer Internet,shared living and working spaces platform,Bangalore,Undisclosed Investors,Seed Funding,700000,
470,2016-09-21,eQuickies,E-Commerce,Online Book etailer,Ahmedabad,Lothal Angel Ventures,Seed Funding,16600,
889,2016-09-21,Khel Now,Consumer Internet,Mobile-based social networking platform,New Delhi,Anglian Omega Network,Seed Funding,100000,
1255,2016-09-21,Pepperfry,E-Commerce,Furniture eTailer,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,1000000,
1349,2016-09-21,PurpleDocs,Consumer Internet,Electronic Health care records platform,Others,"KellyGamma, Lead Angels & Others",Seed Funding,250000,
386,2016-09-22,DailyRounds,Consumer Internet,Mobile App for Doctors,Bangalore,"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",Private Equity,100000,
552,2016-09-22,Flixy Games,Technology,Mobile Game Publisher for Indian audience,Bangalore,Rebright Partners,Seed Funding,150000,
600,2016-09-22,Gadgetwood,Consumer Internet,On-Demand Gadget repair services platform,New Delhi,Carpediem Capital,Private Equity,3000000,
694,2016-09-22,HashTaag,Technology,Mobile App Development company,Bangalore,Undisclosed investors,Seed Funding,50000000,
1265,2016-09-22,PharmaRack,Technology,SAAS application for Pharma Industry,Pune,"Currae Healthtech Fund, Unicorn India Ventures",Private Equity,1000000,
305,2016-09-23,Cloudcherry Analytics,Technology,CRM - Analytics platform,Chennai,"Vertex Ventures, Cisco Ventures, IDG Ventures",Private Equity,1000000,
522,2016-09-23,First Moms Club,Consumer Internet,Social Network for Mothers,Mumbai,Idea Wave Labs,Seed Funding,600000,
812,2016-09-23,inMotion,Technology,Financial platform for daily wage earning communities,Noida,"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",Seed Funding,500000,
1237,2016-09-23,Parentlane,Consumer Internet,Social Platform for babycare and parenting,Bangalore,Rohit MA,Seed Funding,1000000,
479,2016-09-26,EvenGini,Consumer Internet,Event Registration and Ticketing platform,Chennai,Procam International Pvt. Ltd,Private Equity,825000,
952,2016-09-26,Letü??s Barter,Consumer Internet,Goods & Services Barter Platform,New Delhi,Scale Ventures Funds,Seed Funding,60000000,
238,2016-09-27,Canvs,Consumer Internet,Community Platform for Artists and Designers,Mumbai,Pratik Seal,Seed Funding,100000000,
1703,2016-09-27,TinyStep,Consumer Internet,Parenting Network Platform,Bangalore,Flipkart Logistics Pvt. Ltd,Private Equity,470000,
135,2016-09-28,Beardo,E-Commerce,Mens Grooming products etailer,Ahmedabad,Venture Catalysts,Seed Funding,21500000,
272,2016-09-28,Celes Care,Consumer Internet,Virtual Health Clinic for Women,Hyderabad,Endiya Partners,Seed Funding,16600,
433,2016-09-28,Druva,Technology,Cloud Based Data Protection Solution,Pune,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",Private Equity,6000000,
827,2016-09-28,Instacar,Consumer Internet,Out-Station Taxi Rental Platform,Others,Swastika Co Ltd.,Seed Funding,600000,
507,2016-09-29,Fastudent,E-Commerce,Education E-Commerce platform,Noida,"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",Seed Funding,12500000,
1335,2016-09-29,Promon,E-Commerce,Local Commerce Platform,New Delhi,Now Capital,Seed Funding,180000,
1789,2016-09-29,Unocoin,Consumer Internet,Bitcoin Wallet,Bangalore,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",Private Equity,350000,
401,2016-09-30,Demyto,Consumer Internet,Vehicle maintenance Services platform,Pune,Deepak Nathani,Seed Funding,300000,
881,2016-09-30,Kalaage,Consumer Internet,Social Networking Platform for Writers,Jaipur,Rajasthan Angel Innovators Network,Seed Funding,16600,
1991,2016-09-30,Zeta,Technology,Enterprise Cloud Solutions,Mumbai,Bhavin Turakhia,Private Equity,150000,
45,2016-10-02,Affimity,Consumer Internet,Social Networking platform,Bangalore,undisclosed investors,Seed Funding,1750000,
74,2016-10-02,Anandakanda,Technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed Funding,3000000,
245,2016-10-02,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Funding,500000,
622,2016-10-02,GlamStudios,Consumer Internet,Beauty Salon Aggregator,Noida,Aqeel Ahmed,Seed Funding,150000,
866,2016-10-02,JoulestoWatts,Technology,IT services & Talent collaboration services startup,Bangalore,Manipal Global Education Services,Seed Funding,300000,
1220,2016-10-02,OyBob,E-Commerce,Hyperlocal Products & Services marketplace,Gurgaon,Sachin Dalal,Seed Funding,325000,
1523,2016-10-02,ShopKirana,E-Commerce,B2B platform for Merchants & Retailers,Others,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed Funding,250000,
1626,2016-10-02,Stylofie,Consumer Internet,Online Beauty Parlour search & discovery Platform,Gurgaon,Jaideep Mehta,Seed Funding,500000,
155,2016-10-03,Big Fish Ventures,FMCG,premium dining lounges Chain,New Delhi,Undisclosed investors,Private Equity,60000000,
757,2016-10-03,Icertis,Technology,Contract Management Software Solutions platform,Pune,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,500000,
1624,2016-10-03,Stylflip,E-Commerce,Pre-Owned Fashion marketplace mobile app,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Funding,50000000,
1631,2016-10-03,Supplified,E-Commerce,Construction material eTailer,New Delhi,Mohit Goel,Seed Funding,500000,
709,2016-10-05,HealthifyMe,Consumer Internet,Health & Fitness App,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,600000,
816,2016-10-05,InnoNano Research,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity,5000000,
1477,2016-10-05,SchoolWear,E-Commerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed Funding,50000000,
1640,2016-10-05,Swiggy,Consumer Internet,Online food delivery platform,Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,7000000,
1970,2016-10-05,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,15000000,
577,2016-10-06,Freshee,FMCG,Household packaging & Storage product manufacturer,Mumbai,Edelweiss Private Equity,Private Equity,3000000,
891,2016-10-06,Kickstart Jobs,Technology,Entry level hiring platform,Gurgaon,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed Funding,21500000,
912,2016-10-06,Kyazoonga,E-Commerce,Online event ticketing Platform,Mumbai,Ratan Tata,Seed Funding,1000000,
1011,2016-10-06,MadRat Games,Technology,Wearable Gaming Platform,Bangalore,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed Funding,600000,
1251,2016-10-06,Paytunes,Consumer Internet,Voice Call incentivization mobile app,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,6000000,
190,2016-10-08,Bombay Shaving Company,E-Commerce,Menü??s Grooming Product etailer,New Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,50000000,
1818,2016-10-08,Vebbler,Consumer Internet,Photo Sharing Mobile App,Bangalore,"Anupam Mittal, Sharad Sharma & 14 others",Seed Funding,3000000,
373,2016-10-09,CureInstant,Consumer Internet,Social Health Networking Platform,New Delhi,Dr. Rameshwar Kumar,Seed Funding,16600,
575,2016-10-09,Freshboxx,E-Commerce,Fruits & vegetable eTailer,Others,Ravi Linganuri,Seed Funding,600000,
882,2016-10-09,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",Seed Funding,260000,
1309,2016-10-09,Poshtic,Consumer Internet,Online health & Wellness platform,Noida,"havya Sharma, Amit Nagar",Seed Funding,16600,
1844,2016-10-10,Vithi.com,E-Commerce,Online Hair Extension etailer,New Delhi,undisclosed investor,Seed Funding,150000,
634,2016-10-11,GolfLAN,Consumer Internet,Golf Session Online Bookings platform,New Delhi,"YourNest Angel Fund, iSON",Private Equity,150000,
1710,2016-10-11,Tone Tag,Technology,Contactless Payment Solution,Bangalore,"Arun Seth, T.V. Mohandas Pai, Anand Chandrasekaran, Deepak Ghaisas",Private Equity,330000,
1944,2016-10-11,Yottaasys,Technology,Data Sciences platform,Bangalore,Gleevoaz Ventures,Private Equity,5000000,
489,2016-10-13,FabAlley,E-Commerce,online fashion brand store,Noida,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",Private Equity,6000000,
1027,2016-10-13,Maya,Consumer Internet,Womens Health Tracker App,Bangalore,Rajan Anandan,Seed Funding,1000000,
1436,2016-10-13,RoboVac,Technology,waterless car washing solution,Ahmedabad,Virendra Patel,Seed Funding,330000,
1517,2016-10-13,Shoekonnect,E-Commerce,B2B Marketplace for Shoes,Others,Indian Angel Network,Seed Funding,250000,
136,2016-10-14,BeatRoute,Technology,SAAS based mobile application platform,Gurgaon,Quarizon Consultancy Services LLP,Seed Funding,300000,
818,2016-10-14,Innov8,Consumer Internet,Co-Working Spaces aggregator,Bangalore,Punit Soni,Seed Funding,300000,
851,2016-10-14,ISFC,Finance,Education Sector Lending,Hyderabad,Gray Matters Capital,Private Equity,285000,
892,2016-10-14,Kidsstoppress,Consumer Internet,Parenting and Baby care Platform,Mumbai,Karan Bhagat,Seed Funding,12500000,
1150,2016-10-14,Newspatrolling,Consumer Internet,Online News portal,New Delhi,Undisclosed,Seed Funding,1200000,
1311,2016-10-14,Postman,Consumer Internet,API Workflow platform,Bangalore,Nexus Venture Partners,Private Equity,7000000,
384,2016-10-15,DailyHunt,Consumer Internet,Vernacular content mobile app,Bangalore,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,?ò Falcon Edge",Private Equity,1000000,
1119,2016-10-15,MyKindofJob,Consumer Internet,Internet & Fresher Job platform,Mumbai,"Mayank Shah, Shreyans Shah",Seed Funding,325000,
1661,2016-10-15,Tazzo Bikes,Consumer Internet,Motorbike rental platform,Hyderabad,DSG Consumer Partners,Seed Funding,1200000,
1409,2016-10-17,Rentalpha,Others,equipment rental and leasing company,Mumbai,Bravia Capital,Private Equity,3000000,
1444,2016-10-17,Rooter,Consumer Internet,Sports Social Network mobile app,New Delhi,"Boman Irani, Dhruv Chitgopekar, Prantik Dasgupta",Seed Funding,1200000,
1740,2016-10-17,Trilyo,Technology,B2B SAAS based product,Bangalore,"Vishnu Bhat, Rajiv Lunkad, Naresh Ravindranath",Seed Funding,260000,
1952,2016-10-17,Yumigo,Consumer Internet,App based Travel Discovery and Transactions platform,Gurgaon,Hemant Sahni,Seed Funding,300000,
9,2016-10-18,3Dexter,Technology,3D Printing Solutions for Edu space,New Delhi,Newbie Promoters,Seed Funding,150000,
121,2016-10-18,BabyChakra,Consumer Internet,Parenting and Child Care portal,Mumbai,RoundGlass Partners,Private Equity,325000,
331,2016-10-18,Coppre,E-Commerce,Copper based items etailer,Pune,Ganesh Natarajan,Seed Funding,50000000,
466,2016-10-18,ePathsala,Technology,Cloud based ERP for Accreditation & ICT,Bangalore,"Hyderabad Angels, TLabs",Seed Funding,60000000,
1125,2016-10-18,MySUN,Technology,Solar Energy harnessing products marketplace,Noida,General Catalyst Partners,Private Equity,21500000,
32,2016-10-19,Actofit,Technology,Wearable Technology platform & devices,Mumbai,Next Orbit Ventures Fund,Private Equity,825000,
528,2016-10-19,Fisdom,Consumer Internet,Personal Wealth Management Platform & App,Bangalore,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",Private Equity,6000000,
592,2016-10-19,Furlenco,Consumer Internet,Online Furniture Rental platform,Bangalore,"Lightbox Ventures, Axis Capital & Others",Private Equity,2800000,
724,2016-10-20,Hipcask,Consumer Internet,Alcoholic beverage discovery platform,Mumbai,Mobikon,Seed Funding,166000,
1380,2016-10-20,RailYatri,Consumer Internet,Railways Information Mobile app,Noida,"Helion Ventures, Blume ventures",Private Equity,600000,
1605,2016-10-20,Stayology,Consumer Internet,Stay & Travel related services,Bangalore,Ranjan Pai,Seed Funding,50000000,
278,2016-10-21,ChatOnGo,Consumer Internet,Hyperlocal?ò Communication Mobile app,Mumbai,Janak Jain,Seed Funding,330000,
1922,2016-10-23,WOTU,E-Commerce,B2B Marketplace for traders,Bangalore,KAE capital,Seed Funding,1750000,
206,2016-10-24,Box8,Consumer Internet,Food Delivery Platform,Mumbai,"IIFL Seed Ventures Fund, Mayfield Ventures",Private Equity,1000000,
704,2016-10-24,Healthians,Consumer Internet,Health Test Discovery & Ordering service,Gurgaon,BEENEXT,Private Equity,100000000,
347,2016-10-25,CreditMate,Consumer Internet,Credit Report Info platform,Mumbai,India Quotient,Seed Funding,3000000,
911,2016-10-25,Kredx,E-Commerce,Invoice discounting marketplace,Bangalore,Sequoia Capital,Private Equity,16600,
1275,2016-10-25,Pickrr,Technology,Courier Logistics & Order management Solutions,New Delhi,Swastika Company Ltd,Seed Funding,2800000,
1469,2016-10-25,SatvaCart,E-Commerce,Online Grocers,Gurgaon,Nimit Panigrahi,Seed Funding,500000,
1573,2016-10-25,SooperMO,Technology,Android utility app suite creator,Gurgaon,Lalit Vase,Seed Funding,100000,
1211,2016-10-26,OrangeTwig,Consumer Internet,Social Media Marketing platform,New Delhi,Undisclosed investor,Seed Funding,50000000,
1678,2016-10-26,The Kettlery,E-Commerce,Online Tea Etailer,Ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,150000,
1913,2016-10-26,Wooplr.com,E-Commerce,Fashion Discovery App,Bangalore,"Astarc Ventures, Anand Chandrasekaran",Seed Funding,500000,
99,2016-10-27,Ather Energy,Technology,Electric Vehicle Manufacturer,Bangalore,Hero MotoCorp,Private Equity,100000,
567,2016-10-27,FR8,Technology,Truck Fleet Operation platform,Chennai,Omnivore Partners,Private Equity,470000,
766,2016-10-27,Idea Bubbles,Consumer Internet,Doctor Consulting platform,Bangalore,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,150000,
1279,2016-10-28,Pikkol,Logistics,Relocation Service provider,Bangalore,"Ajay Nanavati, Afsal Salu",Seed Funding,50000000,
381,2016-10-29,Cyclops,Technology,Clinical and Wearable Diagnostic Product creator,Bangalore,Kalaari Capital,Seed Funding,700000,
1825,2016-10-29,Velmenni,Technology,LiFi based wireless communication provider,New Delhi,Kalaari Capital,Seed Funding,330000,
1850,2016-10-29,Volta Motors,Technology,Electric Bike Manufacturer,Chennai,Kalaari Capital,Seed Funding,100000,
782,2016-10-30,Impact Analytics,Technology,Business intelligence and data science Startup,Bangalore,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,50000000,
1650,2016-10-31,Talent Next,Consumer Internet,Talent Discovery & Audition management platform,Mumbai,Karanpal Singh & Others,Seed Funding,15000000,
504,2016-11-01,Fashionablyin,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,Ranjan Mahtani,Seed Funding,50000000,
579,2016-11-01,FreshMenu,Consumer Internet,Fresh Food Delivery platform,Bangalore,"Zodius Capital, Lightspeed Venture Partners",Private Equity,3000000,
905,2016-11-01,Koovs,E-Commerce,Online Fashion Apparel Retailer,Gurgaon,"Nahata Family, Waheed Alli",Private Equity,50000000,
1470,2016-11-01,SavvyMob,E-Commerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,"TV Mohandas Pai, LetsVenture",Seed Funding,6000000,
1902,2016-11-01,Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,"500 Startups, Mato Peric, TracxnLabs",Seed Funding,150000,
864,2016-11-03,JollyFoodFellow,Technology,Food Related Marketing & Branding platform,Ahmedabad,Janak Parikh,Seed Funding,3000000,
971,2016-11-04,Living Local,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed Funding,3000000,
1225,2016-11-04,Oyo Rooms,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,100000000,
1328,2016-11-04,PriceRaja,Consumer Internet,Price Comparison Portal,Gurgaon,Prashant Puri,Seed Funding,6000000,
1823,2016-11-04,Vegfru,E-Commerce,Online Fruit & Vegetable Marketplace,New Delhi,Wingify,Seed Funding,60000000,
497,2016-11-05,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurgaon,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity,260000,
569,2016-11-05,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,470000,
1981,2016-11-05,Zenify.in,Consumer Internet,Residential Rental management platform,Bangalore,Undisclosed Investors,Private Equity,260000,
106,2016-11-06,AutoSense,Technology,Data Analytics based Customer Management Services,New Delhi,TVS Automobile Solutions Ltd,Private Equity,3000000,
857,2016-11-06,Jazzmyride,E-Commerce,Auto Parts & Accessories eTailer,New Delhi,TVS Automobile Solutions Ltd,Private Equity,100000,
1398,2016-11-06,Redsun Telematics,Consumer Internet,Internet of Things Platform,Chennai,TVS Automobile Solutions Ltd,Private Equity,21500000,
